#Frame      Mode1    Mode2    Mode3
     892    0.431    6.265    2.329
     893    1.618    6.391    6.751
     894   -2.093    9.436    0.119
     895    4.029    5.226   -0.890
     896    2.534    6.819    0.895
     897    0.036   10.265    1.365
     898   -0.904    8.792   -1.660
     899    1.756    8.579   -1.408
     900    0.827    8.792   -3.961
     901    0.981    3.919   -2.466
     902    1.133    2.740   -1.316
     903    0.261    4.171   -1.990
     904    0.882    6.219   -0.948
     905   -1.330    7.805   -1.705
     906   -1.099    7.324   -2.465
     907    1.275    5.127   -2.619
     908    1.460    8.727   -3.650
     909   -0.233    9.445   -4.895
     910    0.358    6.376   -2.472
     911    1.201    8.506   -4.128
     912   -0.164    6.828    1.456
     913    0.986    6.671    3.560
     914    0.919    8.121    3.500
     915    2.701    8.984    0.829
     916    2.410    9.167    2.459
     917    0.726    9.350    0.693
     918    1.498    8.511    4.899
     919    0.989    8.696    3.992
     920    0.073    7.619    1.050
     921    3.257    7.019    3.193
     922    2.497    4.762    2.944
     923    2.998    7.600    1.881
     924    2.345    9.013    1.983
     925    5.325    7.791    7.069
     926    2.990    9.636    6.559
     927    0.977    8.900    7.501
     928    1.947    6.441    0.149
     929    2.188    4.933    1.132
     930    3.005    7.103    3.648
     931    0.051    7.266    1.806
     932    3.081    5.315    1.523
     933    1.027    9.179    1.630
     934   -0.284    7.862    1.733
     935    0.018    9.733    3.263
     936    1.357   10.326    2.478
     937    0.969    9.138    4.171
     938   -0.029    7.260    2.832
     939   -0.469    6.101    1.667
     940   -1.914   10.293    3.145
     941    0.720    5.619    3.001
     942   -0.350    7.951    2.555
     943   -1.733    6.642    0.251
     944    3.142    6.529    0.231
     945    2.786    7.374   -1.625
     946    0.242    8.858    3.317
     947    0.233   13.680    0.832
     948    1.349    7.609    1.364
     949   -2.509    7.616    2.245
     950    0.307    8.728    2.268
     951    1.329    8.321    3.165
     952    3.203    6.636    3.216
     953    1.238    7.511   -0.285
     954    1.228   11.195    0.751
     955    3.005    9.811    0.982
     956    0.595    8.997    0.643
     957    0.797    5.276    2.357
     958    3.279    8.938    1.018
     959   -0.896    8.089    0.740
     960    0.268    8.469    2.060
     961    2.858    7.060    0.818
     962   -0.221   10.689    1.722
     963    0.975   13.332    0.105
     964   -0.584    9.942    0.979
     965    3.058    7.277   -2.043
     966    0.052    8.458    2.131
     967    3.176    8.917    1.726
     968    1.323    7.904    4.767
     969    2.517    8.380    6.412
     970    2.250   10.487    2.408
     971    1.196    8.852    2.858
     972    3.587    7.319    6.040
     973    3.543    6.761    7.348
     974    1.742    9.699    4.443
     975    1.877    6.641   -1.026
     976   -2.194   10.505    2.724
     977    0.053    9.405    0.140
     978   -1.226    9.531    1.435
     979   -1.753    8.615    2.162
     980    2.077    6.328    0.982
     981    0.315    8.781    2.714
     982   -0.369    9.969    1.065
     983   -0.421    7.398    2.686
     984   -0.739   10.181   -0.531
     985    1.332    9.501   -0.387
     986    0.671    8.204    5.146
     987   -0.139    7.484    3.616
     988    0.844    6.345    4.362
     989    1.360    7.745    3.606
     990    0.337    7.262   -0.282
     991    0.371    7.354   -0.153
     992    1.843    8.214    0.695
     993    0.717   12.442    2.350
     994   -0.211    7.032   -0.378
     995   -0.608    9.529    4.716
     996   -0.267    5.254    3.782
     997   -1.802    5.053    2.021
     998   -0.242    5.399    1.985
     999   -0.269    5.750    3.280
    1000   -0.739    9.446   -1.008
    1001   -0.343    8.025    0.359
    1002   -0.397    5.927    4.577
    1003   -2.388    4.120   -5.734
    1004    0.595    6.008   -3.595
    1005   -1.361    6.408   -4.934
    1006   -1.556    9.558   -6.218
    1007    0.336    7.428   -7.902
    1008    0.483    7.299   -6.848
    1009   -0.780    8.238   -4.787
    1010    1.173    7.055   -1.835
    1011   -1.069    7.623   -3.890
    1012    0.162    7.891   -0.206
    1013    0.350    8.575   -1.091
    1014   -1.417    6.867   -4.299
    1015   -0.321    8.151   -2.182
    1016   -3.064    8.363   -3.771
    1017   -0.759    9.457   -5.817
    1018   -0.901    7.216   -6.502
    1019   -0.920    7.884   -3.328
    1020   -1.342    8.476   -5.876
    1021   -3.215    5.727    1.995
    1022   -2.244    8.352   -1.871
    1023   -1.224    7.243   -3.011
    1024   -1.480   11.695   -7.799
    1025   -0.497    8.219   -7.083
    1026    0.116    4.075   -0.084
    1027   -2.103    8.037   -2.135
    1028   -2.373    5.761    0.806
    1029   -1.285    8.056   -4.943
    1030    0.293    5.653   -7.065
    1031   -0.574    6.832   -3.312
    1032    0.149    8.574   -4.901
    1033    1.445    6.971   -3.847
    1034   -1.381    8.576   -3.505
    1035   -1.458    6.312   -4.357
    1036   -1.765    6.409   -3.817
    1037   -1.648    6.427   -2.347
    1038   -0.544    6.647   -4.666
    1039   -2.112    6.082   -3.876
    1040   -0.629    6.364   -3.861
    1041    1.404    9.373   -6.023
    1042   -0.218    7.084   -2.980
    1043   -0.476    5.280   -2.630
    1044   -0.559    7.350   -6.268
    1045    0.646    6.545   -5.117
    1046    1.672    5.698   -1.829
    1047    0.970    6.270    2.508
    1048   -0.766    5.757   -2.402
    1049    0.198    7.115   -3.902
    1050   -0.970    6.855   -3.103
    1051    0.003    7.699   -4.987
    1052    0.027    5.977    3.616
    1053   -0.026    8.158   -2.471
    1054   -0.828    5.560   -0.108
    1055    1.102    3.964    4.400
    1056    0.052    3.566    1.774
    1057   -1.266    6.865    1.265
    1058   -1.320    8.100    2.642
    1059    0.459    7.225    0.432
    1060   -0.504    6.523    2.028
    1061   -0.204    8.144    0.519
    1062   -1.146    5.199    6.105
    1063    0.625    7.317    5.815
    1064    0.374    5.938    5.340
    1065   -2.097    7.052    4.961
    1066    0.476    8.005    3.534
    1067    2.202    5.897    5.232
    1068    1.896    4.237    3.999
    1069    1.297    8.029    0.352
    1070    3.962    6.767    0.313
    1071    4.542    8.887    3.138
    1072    3.461    7.199   -0.062
    1073    2.561    6.768    3.695
    1074    0.988    6.030    1.234
    1075    2.362    9.999    2.179
    1076    3.127    6.019   -1.411
    1077    2.332    3.725   -2.563
    1078    2.151    6.064    0.793
    1079    0.796    8.780    0.768
    1080    2.789    6.474    0.246
    1081    3.728    4.860    1.166
    1082    0.953    7.013    2.326
    1083    2.120    5.275   -0.683
    1084    4.802    8.296    1.027
    1085    4.276    6.608    1.444
    1086    3.561    5.027    1.348
    1087    3.045    7.613    0.453
    1088    2.960    6.823    3.313
    1089    3.000    5.607    1.164
    1090    3.425    5.272    3.177
    1091    2.951    4.980   -3.211
    1092    0.860    4.819    1.066
    1093    2.017    8.431    2.781
    1094    1.404   13.264   -1.535
    1095    2.586    3.968   -0.465
    1096   -0.206    5.061    0.522
    1097    3.540    8.536   -0.670
    1098    4.950    6.434    1.326
    1099    1.211    7.899   -0.865
    1100    5.968    9.240   -0.668
    1101    1.849    9.948   -1.092
    1102    4.799    9.728   -0.137
    1103    5.244    7.794   -1.848
    1104    6.305    9.157    0.369
    1105    3.523    8.050   -2.129
    1106    5.673    6.266    0.432
    1107    4.199    8.283   -1.283
    1108    3.952   10.155   -2.025
    1109    5.228    8.364   -1.954
    1110    6.587    8.029    0.282
    1111    4.723    8.711   -1.436
    1112    2.741    7.881    0.872
    1113    2.933    8.581   -0.929
    1114    4.996    7.869   -3.364
    1115    4.574    8.176   -0.640
    1116    3.617   10.616   -1.832
    1117    4.303    8.008   -2.252
    1118    2.379    8.347   -1.528
    1119    1.766    8.616   -4.387
    1120    3.203    7.973   -7.326
    1121    2.466    8.031   -6.915
    1122    3.083    4.520   -6.674
    1123    1.878    8.589   -6.269
    1124    2.709    9.669   -6.798
    1125    3.031   11.018   -9.406
    1126    5.899    7.823   -4.242
    1127    5.678   10.564   -5.299
    1128    5.562   10.431   -5.720
    1129    7.643    6.529   -4.912
    1130    6.369    8.928   -4.432
    1131    6.703   10.325   -6.750
    1132    6.187    8.785   -5.871
    1133    6.421    7.358   -4.439
    1134    8.199    9.500   -7.176
    1135    6.074    7.393   -7.509
    1136    8.780   11.739   -7.680
    1137    6.781    8.176   -2.605
    1138    6.889    6.253   -1.633
    1139    7.305    8.034   -2.511
    1140    9.109    7.915   -2.468
    1141    6.220   10.107   -0.735
    1142    6.865   10.669   -1.783
    1143    6.899   13.291   -0.732
    1144    6.168    9.696   -3.207
    1145    8.125    9.698   -2.713
    1146    5.724   10.897   -5.829
    1147    4.834    9.114   -6.555
    1148    8.080    7.938   -6.930
    1149    3.164    8.349   -7.921
    1150    5.282    8.603   -9.806
    1151    3.922    7.762   -8.255
    1152    4.931    7.578   -8.770
    1153    6.573    9.227   -7.851
    1154    6.595    7.592   -8.529
    1155    5.466    8.304   -7.252
    1156    6.470    9.832   -5.846
    1157    7.438    9.967   -9.118
    1158    5.854    9.074   -7.806
    1159    5.734    9.630   -8.507
    1160    5.276    9.030   -8.737
    1161    8.023   10.767   -8.063
    1162    7.776   10.103   -6.352
    1163    7.385   12.538   -8.575
    1164    6.053   10.467   -7.509
    1165    6.423   11.480   -7.661
    1166    6.446    8.511   -4.496
    1167    7.196    6.415   -2.320
    1168    8.250    8.586   -7.018
    1169    5.666    9.396   -7.621
    1170    7.175   10.385   -7.682
    1171    5.588   11.663   -7.664
    1172    6.213    9.894   -7.705
    1173    6.084   10.629  -10.149
    1174    7.364    9.803   -9.277
    1175    5.690   10.748   -8.760
    1176    4.505   11.484   -8.484
    1177    6.899    9.128   -7.243
    1178    5.980   11.184   -6.422
    1179    7.714   11.312   -5.364
    1180    7.819   10.694   -6.881
    1181    7.478   10.479   -8.636
    1182    4.778   11.039   -6.296
    1183    8.384   10.209   -5.844
    1184    5.119   11.038   -7.674
    1185    6.084   12.167   -8.435
    1186    4.656    9.461   -7.657
    1187    8.579   10.989   -5.677
    1188    9.298    8.292   -2.663
    1189    8.129    8.201   -3.374
    1190    7.205   10.310   -6.790
    1191    5.224   10.743   -8.970
    1192    6.025    9.407   -5.484
    1193    7.570   10.660   -6.571
    1194    6.302   11.856   -8.004
    1195    8.136   11.731   -8.223
    1196    7.810   12.705   -9.579
    1197    7.839   12.045  -10.125
    1198    6.910   11.741   -6.941
    1199    6.343   11.024   -7.829
    1200    6.467   14.631   -8.108
    1201    8.760   11.329   -8.543
    1202    7.777   10.293   -7.480
    1203    5.511   10.548   -5.336
    1204    5.937   11.562   -8.143
    1205    7.734    9.729   -7.594
    1206    7.323   11.919   -7.217
    1207    5.094   10.972   -1.426
    1208    7.869   12.137   -8.104
    1209    8.844   10.277   -5.958
    1210    8.465   11.737   -6.204
    1211    6.997    8.330   -3.353
    1212    8.992   10.329   -6.644
    1213    7.095    9.347   -7.021
    1214    6.801   11.653   -6.728
    1215    8.971   10.700   -6.815
    1216    7.878   11.724   -7.250
    1217    8.142   11.895   -7.714
    1218    8.155   12.934   -8.030
    1219    7.211    9.541   -7.271
    1220    6.675    8.981   -7.247
    1221    8.012   12.086   -6.666
    1222    7.987   11.095   -6.048
    1223    7.198   11.868   -6.409
    1224    7.792   10.389   -7.242
    1225    8.007    8.994   -5.629
    1226    7.447   10.560   -7.165
    1227    7.019    9.505   -6.709
    1228    6.029    9.059   -6.038
    1229    8.831   11.743   -6.998
    1230    9.330   11.222   -7.134
    1231    8.169    9.820   -8.281
    1232    8.270   12.527   -8.400
    1233    9.433   11.824   -9.767
    1234    7.872    9.643   -8.590
    1235    7.611   12.908   -7.410
    1236    8.881   10.925   -6.439
    1237    9.741   10.502   -5.216
    1238    8.677   10.000   -7.742
    1239    8.186    8.731   -6.847
    1240    7.059   12.156   -7.693
    1241    6.388    9.454   -7.657
    1242    6.787   10.149   -7.021
    1243    8.125   12.711   -6.778
    1244    6.780    9.160   -6.545
    1245    9.147   11.470   -7.015
    1246    7.803   11.514   -6.922
    1247   10.254    5.165   -7.650
    1248    9.314    9.139   -7.990
    1249    8.553    9.705   -9.004
    1250    6.939   10.993   -6.355
